,path,keywords,keywords_by_double_tab
133,20231226_145749_jpg.rf.jpg,['생생약국1F'],생생약국1F
134,20231226_145753_jpg.rf.jpg,['ELEVEN'],ELEVEN
135,20231226_145753_jpg.rf2.jpg,"['담', 'BestAuarnds']",담		BestAuarnds
136,20231226_145754_jpg.rf.jpg,"['신영증권', '030223']",신영증권		030223
137,20231226_145759_jpg.rf.jpg,"['짬자교', '2F', '노래홀', '유흥주점']",짬자교		2F		노래홀		유흥주점
138,20231226_145803_jpg.rf.jpg,"['명 지lw 리미 ', '케이는', '수']",명 지lw 리미 		케이는		수
139,20231226_145803_jpg.rf2.jpg,"['박홍열갈비탕', '체인점문의', '비탕 전문점', '062-383-4005']",박홍열갈비탕		체인점문의		비탕 전문점		062-383-4005
140,20231226_145803_jpg.rf3.jpg,"['타라메0 헤e', '갈비탕', '금큰']",타라메0 헤e		갈비탕		금큰
141,20231226_145803_jpg.rf4.jpg,"['박흥연의', '맛있는갈비임']",박흥연의		맛있는갈비임
142,20231226_145803_jpg.rf5.jpg,"['자', '갤림토탈케어&왁싱', 'Lptalcare &waxing']",자		갤림토탈케어&왁싱		Lptalcare &waxing
143,20231226_145803_jpg.rf6.jpg,['MIHOYA'],MIHOYA
144,20231226_145807_jpg.rf.jpg,"['LIVARTKITHEN', 'CrUND', '광주전시장 Tel 385-6093', '현대리바트']",LIVARTKITHEN		CrUND		광주전시장 Tel 385-6093		현대리바트
145,20231226_145811_jpg.rf.jpg,"['자E', '끌림토탈케어&왁싱', 'Totalcare & Waxing']",자E		끌림토탈케어&왁싱		Totalcare & Waxing
146,20231226_145811_jpg.rf2.jpg,['MiHOYA'],MiHOYA
147,20231226_145814_jpg.rf.jpg,['상무스타치과병원'],상무스타치과병원
148,20231226_145816_jpg.rf.jpg,['네통'],네통
149,20231226_145816_jpg.rf2.jpg,['D내자장자이맛 매자'],D내자장자이맛 매자
150,20231226_145825_jpg.rf.jpg,['교보문고cafezal'],교보문고cafezal
151,20231226_145831_jpg.rf.jpg,"['coc', 'memierhiy', '2F']",coc		memierhiy		2F
152,20231226_145831_jpg.rf2.jpg,"['쇼부노래홀', 'entertainment bar', '4F']",쇼부노래홀		entertainment bar		4F
153,20231226_145831_jpg.rf3.jpg,"['bugang bouding', 'Saumngumu', 'womgangwo 72cbsongm J3']",bugang bouding		Saumngumu		womgangwo 72cbsongm J3
154,20231226_145831_jpg.rf4.jpg,['hfomtion'],hfomtion
155,20231226_145834_jpg.rf.jpg,['광주스마일 안과 의원'],광주스마일 안과 의원
156,20231226_145834_jpg.rf10.jpg,['내모던성형외과의원'],내모던성형외과의원
157,20231226_145834_jpg.rf11.jpg,['kt'],kt
158,20231226_145834_jpg.rf12.jpg,['상무스타치과병원'],상무스타치과병원
159,20231226_145834_jpg.rf13.jpg,"['LIYAR TKT대HEN', 'HOwD', '현대리바트']",LIYAR TKT대HEN		HOwD		현대리바트
160,20231226_145834_jpg.rf2.jpg,"['IBKWM센터광주', '1BK 기업은행', '|BK통자종권']",IBKWM센터광주		1BK 기업은행		|BK통자종권
161,20231226_145834_jpg.rf3.jpg,"['탑라인외과의원장', '성형외과']",탑라인외과의원장		성형외과
162,20231226_145834_jpg.rf4.jpg,['교보문고cafezal'],교보문고cafezal
163,20231226_145834_jpg.rf5.jpg,['한국수출입은행'],한국수출입은행
164,20231226_145834_jpg.rf6.jpg,['한국투자저축은행'],한국투자저축은행
165,20231226_145834_jpg.rf7.jpg,['한국의학연구A'],한국의학연구A
166,20231226_145834_jpg.rf8.jpg,"['에너지', 'SK']",에너지		SK
167,20231226_145834_jpg.rf9.jpg,"['교보문고', 'KY9B9']",교보문고		KY9B9
168,20231226_145837_jpg.rf.jpg,"['박홍열예갈태탕', '체인점문의', '062-383-4005', '갈비탕 전문점']",박홍열예갈태탕		체인점문의		062-383-4005		갈비탕 전문점
169,20231226_145848_jpg.rf.jpg,"['금담', '금충점', '24시', '라', '솥F', '김방빵', '단B', 'B복']",금담		금충점		24시		라		솥F		김방빵		단B		B복
170,20231226_145848_jpg.rf2.jpg,"['C', 'T', 'CaM', 'F폰리미', '2', '3F', '토탈케어&왁싱', '01076865890']",C		T		CaM		F폰리미		2		3F		토탈케어&왁싱		01076865890
171,20231226_145849_jpg.rf.jpg,"['이것이 쭈꾸미다!', '623741388']",이것이 쭈꾸미다!		623741388
172,20231226_145854_jpg.rf.jpg,"['강한지 노래홀', 'B1', '유흥주점']",강한지 노래홀		B1		유흥주점
173,20231226_145854_jpg.rf2.jpg,"['이쁜여우', '노래홀 3F']",이쁜여우		노래홀 3F
174,20231226_145854_jpg.rf3.jpg,['휴'],휴
175,20231226_145855_jpg.rf.jpg,"['24시', '별비빠', '곱', 'B터', '금i']",24시		별비빠		곱		B터		금i
176,20231226_145901_jpg.rf.jpg,"['CLM', 'wowrowcawnokwh', 'F립미', '3F', '토탈케어&왁싱', '01076865890']",CLM		wowrowcawnokwh		F립미		3F		토탈케어&왁싱		01076865890
177,20231226_145932_jpg.rf.jpg,"['VIP', '3F', '타이아로마', 'T382-3626']",VIP		3F		타이아로마		T382-3626
178,20231226_145932_jpg.rf2.jpg,"['더조은타일&석재', 'THEJOEUN TILE & STONE', '2F']",더조은타일&석재		THEJOEUN TILE & STONE		2F
179,20231226_145936_jpg.rf.jpg,"['더조은타일&석재', 'THEJOEUN TILE & STONE', '2F']",더조은타일&석재		THEJOEUN TILE & STONE		2F
180,20231226_145939_jpg.rf.jpg,"['3F', 'VIP', '타이아로마', 'T382-3626']",3F		VIP		타이아로마		T382-3626
181,20231226_145949_jpg.rf.jpg,"['대신증권', 'S']",대신증권		S
182,20231226_150008_jpg.rf.jpg,"['JU', 'Construction Development', '유제이유산업', '부동산컨설팅']",JU		Construction Development		유제이유산업		부동산컨설팅
183,20231226_150008_jpg.rf2.jpg,"['체인점문의 1566-06199', '진짬뽕에']",체인점문의 1566-06199		진짬뽕에
184,20231226_150023_jpg.rf.jpg,['OPTOWENHOLIE'],OPTOWENHOLIE
185,20231226_150025_jpg.rf.jpg,"['통삼숯', '곱창구이', '막창구이', '과일숙성차', '대창요리 전문점 / 양대창', '대창집', '상무점', '참', '광명대창집 공', '가맹문의 1835', '692', '양대창점구이집', '의', '광명 대창', '으', '광명대창점 광주상무점 / 예약안영 062-373-7001']",통삼숯		곱창구이		막창구이		과일숙성차		대창요리 전문점 / 양대창		대창집		상무점		참		광명대창집 공		가맹문의 1835		692		양대창점구이집		의		광명 대창		으		광명대창점 광주상무점 / 예약안영 062-373-7001
186,20231226_150025_jpg.rf2.jpg,['집사양매장'],집사양매장
187,20231226_150035_jpg.rf.jpg,['JOILD&'],JOILD&
188,20231226_150035_jpg.rf2.jpg,"['현위치', 'G62623', '임대문의', 'UPTOWNH', '101l764m', '010', 'T02 331m2', '서구 지짬동광주연화공인중개사무소 대표 박점정호 등록번호 91402018-008']",현위치		G62623		임대문의		UPTOWNH		101l764m		010		T02 331m2		서구 지짬동광주연화공인중개사무소 대표 박점정호 등록번호 91402018-008
189,20231226_150035_jpg.rf3.jpg,"['pepper', '페퍼저축은행']",pepper		페퍼저축은행
190,20231226_150036_jpg.rf.jpg,"['백큰', '체인점문의 :1566-0619', '도야짬', '연판습에인앤생복은갤이습마점', '비문떡짬복전문점', '광주 상무직영점  062-515-388']",백큰		체인점문의 :1566-0619		도야짬		연판습에인앤생복은갤이습마점		비문떡짬복전문점		광주 상무직영점  062-515-388
191,20231226_150040_jpg.rf.jpg,"['5F', '룸BAR', 'HAEHWA', '행화']",5F		룸BAR		HAEHWA		행화
192,20231226_150047_jpg.rf.jpg,['OL3D'],OL3D
193,20231226_150053_jpg.rf.jpg,"['노디래니', '드']",노디래니		드
194,20231226_150053_jpg.rf2.jpg,['무IM기E 2F'],무IM기E 2F
195,20231226_150053_jpg.rf3.jpg,"['하', '무INME 2F']",하		무INME 2F
196,20231226_150057_jpg.rf.jpg,['더조은 타일&성재'],더조은 타일&성재
197,20231226_150057_jpg.rf2.jpg,['스터퍼!'],스터퍼!
198,20231226_150057_jpg.rf3.jpg,"['자한짬뽕에 인생을 제연었습지다의일', '도아짬맹은 최고의 짬맹 맛을', '찹기 위해 전국의 짬맹 맛집을 돌며', '최적의 맛을 칠앗고 1460일 동안', '그 맛을 구현하기 위해 국물과 면을 연구 햇습니다']",자한짬뽕에 인생을 제연었습지다의일		도아짬맹은 최고의 짬맹 맛을		찹기 위해 전국의 짬맹 맛집을 돌며		최적의 맛을 칠앗고 1460일 동안		그 맛을 구현하기 위해 국물과 면을 연구 햇습니다
199,20231226_150105_jpg.rf.jpg,"['노블레스', '수연절엣정법', '광주지사', '7165080']",노블레스		수연절엣정법		광주지사		7165080
200,20231226_150111_jpg.rf.jpg,"['SEEWANT', '시위 b 학리!', '36F', '구&8F']",SEEWANT		시위 b 학리!		36F		구&8F
201,20231226_150112_jpg.rf.jpg,['UNICO'],UNICO
202,20231226_150122_jpg.rf.jpg,['백준이'],백준이
203,20231226_150122_jpg.rf2.jpg,['백준0'],백준0
204,20231226_150132_jpg.rf.jpg,"['대신증권문', '무WMAE', 'Daishin Securies']",대신증권문		무WMAE		Daishin Securies
205,20231226_150132_jpg.rf2.jpg,['BODYFRIEND'],BODYFRIEND
206,20231226_150154_jpg.rf.jpg,"['바티간', '모텔', '전격실 리모델링']",바티간		모텔		전격실 리모델링
207,20231226_150154_jpg.rf2.jpg,[],
208,20231226_150154_jpg.rf3.jpg,"['연데이r ', '행관의', '대한민국최고로', '상무점 383-1174', '정대복', '겹국', 'SINCE9199']",연데이r 		행관의		대한민국최고로		상무점 383-1174		정대복		겹국		SINCE9199
209,20231226_150154_jpg.rf4.jpg,"['공광양주개', '사P소']",공광양주개		사P소
210,20231226_150154_jpg.rf5.jpg,[],
211,20231226_150154_jpg.rf6.jpg,['uu'],uu
212,20231226_150156_jpg.rf.jpg,['BODYFRIEND'],BODYFRIEND
213,20231226_150200_jpg.rf.jpg,"['에덴', '공인중개사', '사무소']",에덴		공인중개사		사무소
214,20231226_150200_jpg.rf2.jpg,"['m', 'Le', 'ALicensed Real Estate Agent']",m		Le		ALicensed Real Estate Agent
215,20231226_150200_jpg.rf3.jpg,"['에덴공인중개사랑', '대표 정승현', '062375-4985', 'H010-6639-2244']",에덴공인중개사랑		대표 정승현		062375-4985		H010-6639-2244
216,20231226_150201_jpg.rf.jpg,"['BALLISTIC', 'GOLF']",BALLISTIC		GOLF
217,20231226_150206_jpg.rf.jpg,"['약국', '생생']",약국		생생
218,20231226_150211_jpg.rf.jpg,"['lme라임', '4F']",lme라임		4F
219,20231226_150211_jpg.rf10.jpg,"['제절음식전미', '문의', '1-2355']",제절음식전미		문의		1-2355
220,20231226_150211_jpg.rf2.jpg,['장뎅에이 통나0방'],장뎅에이 통나0방
221,20231226_150211_jpg.rf3.jpg,"['색움', '라이아로마', '7F']",색움		라이아로마		7F
222,20231226_150211_jpg.rf4.jpg,"['솥마', '내과', '유흥']",솥마		내과		유흥
223,20231226_150211_jpg.rf5.jpg,"['김', 'SINCE 1979', '편대복', '바물구발', '주일회트지이 피필27']",김		SINCE 1979		편대복		바물구발		주일회트지이 피필27
224,20231226_150211_jpg.rf6.jpg,['바겹'],바겹
225,20231226_150211_jpg.rf7.jpg,"['바티칸', '모테']",바티칸		모테
226,20231226_150211_jpg.rf8.jpg,['K물한습'],K물한습
227,20231226_150211_jpg.rf9.jpg,['아지트'],아지트
228,20231226_150213_jpg.rf.jpg,"['여자버리시피', 'T574-0724']",여자버리시피		T574-0724
229,20231226_150213_jpg.rf2.jpg,"['플라임필라테스 요가케m-예24', '요가 포레스트 in 상무']",플라임필라테스 요가케m-예24		요가 포레스트 in 상무
230,20231226_150213_jpg.rf3.jpg,"['정액정찰제', '꽃다비치안경콘택트', '피31578매', '상무점', 'Davich optical Chain']",정액정찰제		꽃다비치안경콘택트		피31578매		상무점		Davich optical Chain
231,20231226_150213_jpg.rf4.jpg,['V라인 S라인 프리미엄 자인의원'],V라인 S라인 프리미엄 자인의원
232,20231226_150217_jpg.rf.jpg,"['노블레스수현컬혼정보', '광주지사2F71650880']",노블레스수현컬혼정보		광주지사2F71650880
233,20231226_150217_jpg.rf2.jpg,"['야', 'H새']",야		H새
234,20231226_150217_jpg.rf3.jpg,[],
235,20231226_150226_jpg.rf.jpg,"['다비치안경콘택트', '131578', '상무점', 'Davichoptical Chair']",다비치안경콘택트		131578		상무점		Davichoptical Chair
236,20231226_150230_jpg.rf.jpg,"['바티칸', '모텔', '전객실 리모델링']",바티칸		모텔		전객실 리모델링
237,20231226_150230_jpg.rf2.jpg,['정해을 포지피'],정해을 포지피
